FIELD_MGT_NO,EQ_NM,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
3A4HVBLG96DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002079,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG96DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002080,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG96PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002081,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG96PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002082,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG96PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002083,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG96PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002084,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG96PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002085,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4HVBLG98DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002086,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG98DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002087,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4HVBLG98DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002088,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,98섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A2SABLG10PIPVNT,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002089,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG10PIPSOI,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002090,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG10PIPPDR,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002091,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG10PIPGRW,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002092,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG10PIPDRW,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002093,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG10PIPDCW,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002094,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG08PIPPDR,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002095,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,08섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG06PIPVNT,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002096,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A6HVBLG34DCTED,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002097,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,34섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A2SABLG06PIPGRW,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002098,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A4KDDC002,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002099,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC017,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002100,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,62섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC018,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002101,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,12섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A6HVBLG30PIPHWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002102,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG30PIPEQD,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002103,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG30PIPCWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002104,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG30PIPCWR,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002105,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A6HVBLG30DCTSD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002106,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A6HVBLG30DCTRD,공조덕트,공조덕트,기계,기계그룹-기계사업소-기계-0002107,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,환기/배기,환기 덕트/댐퍼,공조덕트,,
3A4KINV001,INVERTER(3A4MAHU001),인버터 패널,기계,기계그룹-기계사업소-기계-0002108,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV002,INVERTER(3A4MAHU002),인버터 패널,기계,기계그룹-기계사업소-기계-0002109,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV005,INVERTER(3A4MAHU005),인버터 패널,기계,기계그룹-기계사업소-기계-0002110,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV006,INVERTER(3A4MAHU006),인버터 패널,기계,기계그룹-기계사업소-기계-0002111,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV007,INVERTER(3A4MAHU007),인버터 패널,기계,기계그룹-기계사업소-기계-0002112,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV008,INVERTER(3A4MAHU008),인버터 패널,기계,기계그룹-기계사업소-기계-0002113,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV009,INVERTER(3A4MAHU009),인버터 패널,기계,기계그룹-기계사업소-기계-0002114,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV010,INVERTER(3A4MAHU010),인버터 패널,기계,기계그룹-기계사업소-기계-0002115,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV013,INVERTER(3A4MAHU013),인버터 패널,기계,기계그룹-기계사업소-기계-0002116,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KINV014,INVERTER(3A4MAHU014),인버터 패널,기계,기계그룹-기계사업소-기계-0002117,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
3A4KDDC016,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002118,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC015,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002119,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC014,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002120,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,96섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC003,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002121,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,86섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC004,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002122,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,84섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC005,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002123,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC006,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002124,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC007,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002125,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC008,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002126,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,82섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC009,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002127,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC010,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002128,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC011,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002129,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A2SABLG06PIPDRW,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002130,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2SABLG06PIPDCW,위생배관,위생배관,기계,기계그룹-기계사업소-기계-0002131,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,06섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,배관 설비,,
3A2OATEMP2,동측백엽상,백엽상,기계,기계그룹-기계사업소-기계-0002132,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,66섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,온습도계,,
3A2OATEMP1,서측백엽상,백엽상,기계,기계그룹-기계사업소-기계-0002133,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,10섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,온습도계,,
3A2OAHUMI2,동측 백엽상,백엽상,기계,기계그룹-기계사업소-기계-0002134,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,66섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,온습도계,,
3A2OAHUMI1,서측 백엽상,백엽상,기계,기계그룹-기계사업소-기계-0002135,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상1층,10섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,온습도계,,
3A6HVBLG30PIPHWS,공조배관,공조배관,기계,기계그룹-기계사업소-기계-0002136,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상4층,30섹터,미분류,기계,급수/배수/위생,배관/밸브/피팅,공조배관,,
3A4KDDC012,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002137,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,92섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
3A4KDDC013,DIRECT DIGITAL CONTROLLER,직접디지털제어기,기계,기계그룹-기계사업소-기계-0002138,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상2층,94섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,제어 패널,,
