FIELD_MGT_NO_현장관리번호,EQ_NM_시설명칭,EQ_NO,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4
4Q1-M-FCU-0016,2F 교수실(227호) FCU,1243634,2F 교수실(227호) FCU,열원,기계그룹-열원사업소-열원-0002414,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,227호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0017,2F 교수실(228호) FCU,1243636,2F 교수실(228호) FCU,열원,기계그룹-열원사업소-열원-0002415,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,228호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0018,2F 교수실(229호) FCU,1243638,2F 교수실(229호) FCU,열원,기계그룹-열원사업소-열원-0002416,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,229호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0019,2F 교수실(230호) FCU,1243640,2F 교수실(230호) FCU,열원,기계그룹-열원사업소-열원-0002417,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,230호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0020,2F 교수실(203호) FCU,1243642,2F 교수실(203호) FCU,열원,기계그룹-열원사업소-열원-0002418,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,203호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0021,2F 교수실(205호) FCU,1243643,2F 교수실(205호) FCU,열원,기계그룹-열원사업소-열원-0002419,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,205호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0022,2F 기자재실(211호) FCU,1243645,2F 기자재실(211호) FCU,열원,기계그룹-열원사업소-열원-0002420,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,211호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0023,2F 방콕(207호) FCU-1,1243647,2F 방콕(207호) FCU-1,열원,기계그룹-열원사업소-열원-0002421,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,207호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00231,2F 방콕(207호) FCU-2,1243650,2F 방콕(207호) FCU-2,열원,기계그룹-열원사업소-열원-0002422,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,207호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0024,2F 쿠알라룸푸르(206호) FCU-1,1243652,2F 쿠알라룸푸르(206호) FCU-1,열원,기계그룹-열원사업소-열원-0002423,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,206호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00241,2F 쿠알라룸푸르(206호) FCU-2,1243653,2F 쿠알라룸푸르(206호) FCU-2,열원,기계그룹-열원사업소-열원-0002424,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,206호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00242,2F 쿠알라룸푸르(206호) FCU-3,1243656,2F 쿠알라룸푸르(206호) FCU-3,열원,기계그룹-열원사업소-열원-0002425,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,206호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0025,2F 자카르타(208호) FCU-1,1243657,2F 자카르타(208호) FCU-1,열원,기계그룹-열원사업소-열원-0002426,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,208호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00251,2F 자카르타(208호) FCU-2,1243659,2F 자카르타(208호) FCU-2,열원,기계그룹-열원사업소-열원-0002427,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,208호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0026,2F 테헤란(209호) FCU-1,1243662,2F 테헤란(209호) FCU-1,열원,기계그룹-열원사업소-열원-0002428,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,209호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00261,2F 테헤란(209호) FCU-2,1243664,2F 테헤란(209호) FCU-2,열원,기계그룹-열원사업소-열원-0002429,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,209호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00262,2F 테헤란(209호) FCU-3,1243665,2F 테헤란(209호) FCU-3,열원,기계그룹-열원사업소-열원-0002430,공항단지>교육훈련지역>교육구역,인재개발원,2F,미분류,209호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0027,3F 아테네(311호) FCU-1,1243667,3F 아테네(311호) FCU-1,열원,기계그룹-열원사업소-열원-0002431,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,311호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00271,3F 아테네(311호) FCU-2,1243669,3F 아테네(311호) FCU-2,열원,기계그룹-열원사업소-열원-0002432,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,311호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00272,3F 아테네(311호) FCU-3,1243671,3F 아테네(311호) FCU-3,열원,기계그룹-열원사업소-열원-0002433,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,311호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00273,3F 아테네(311호) FCU-4,1243672,3F 아테네(311호) FCU-4,열원,기계그룹-열원사업소-열원-0002434,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,311호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00274,3F 아테네(311호) FCU-5,1243674,3F 아테네(311호) FCU-5,열원,기계그룹-열원사업소-열원-0002435,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,311호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0028,3F 기자재실(310호) FCU,1243676,3F 기자재실(310호) FCU,열원,기계그룹-열원사업소-열원-0002436,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,310호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0029,3F 분임토의실(302호) FCU-1,1243678,3F 분임토의실(302호) FCU-1,열원,기계그룹-열원사업소-열원-0002437,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,302호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00291,3F 분임토의실(302호) FCU-2,1243680,3F 분임토의실(302호) FCU-2,열원,기계그룹-열원사업소-열원-0002438,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,302호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0030,3F 다목적실(304호) FCU-1,1243682,3F 다목적실(304호) FCU-1,열원,기계그룹-열원사업소-열원-0002439,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,304호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00301,3F 다목적실(304호) FCU-2,1243684,3F 다목적실(304호) FCU-2,열원,기계그룹-열원사업소-열원-0002440,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,304호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0031,3F 뉴욕(313호) FCU-1,1243686,3F 뉴욕(313호) FCU-1,열원,기계그룹-열원사업소-열원-0002441,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,313호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00311,3F 뉴욕(313호) FCU-2,1243688,3F 뉴욕(313호) FCU-2,열원,기계그룹-열원사업소-열원-0002442,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,313호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00312,3F 뉴욕(313호) FCU-3,1243689,3F 뉴욕(313호) FCU-3,열원,기계그룹-열원사업소-열원-0002443,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,313호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00313,3F 뉴욕(313호) FCU-4,1243691,3F 뉴욕(313호) FCU-4,열원,기계그룹-열원사업소-열원-0002444,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,313호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00314,3F 뉴욕(313호) FCU-5,1243693,3F 뉴욕(313호) FCU-5,열원,기계그룹-열원사업소-열원-0002445,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,313호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0040,3F 뉴욕(313호) FCU,1243695,3F 뉴욕(313호) FCU,열원,기계그룹-열원사업소-열원-0002446,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,313호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00321,3F 공항공사사무실(321호) FCU-2,1243696,3F 공항공사사무실(321호) FCU-2,열원,기계그룹-열원사업소-열원-0002447,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00322,3F 공항공사사무실(321호) FCU-3,1243698,3F 공항공사사무실(321호) FCU-3,열원,기계그룹-열원사업소-열원-0002448,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00323,3F 공항공사사무실(321호) FCU-4,1243700,3F 공항공사사무실(321호) FCU-4,열원,기계그룹-열원사업소-열원-0002449,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00324,3F 공항공사사무실(321호) FCU-5,1243702,3F 공항공사사무실(321호) FCU-5,열원,기계그룹-열원사업소-열원-0002450,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00325,3F 공항공사사무실(321호) FCU-6,1243704,3F 공항공사사무실(321호) FCU-6,열원,기계그룹-열원사업소-열원-0002451,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00326,3F 공항공사사무실(321호) FCU-7,1243706,3F 공항공사사무실(321호) FCU-7,열원,기계그룹-열원사업소-열원-0002452,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00327,3F 공항공사사무실(321호) FCU-8,1243708,3F 공항공사사무실(321호) FCU-8,열원,기계그룹-열원사업소-열원-0002453,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00328,3F 공항공사사무실(321호) FCU-9,1243710,3F 공항공사사무실(321호) FCU-9,열원,기계그룹-열원사업소-열원-0002454,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00329,3F 공항공사사무실(321호) FCU-10,1243712,3F 공항공사사무실(321호) FCU-10,열원,기계그룹-열원사업소-열원-0002455,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0032,3F 공항공사사무실(321호) FCU-1,1243714,3F 공항공사사무실(321호) FCU-1,열원,기계그룹-열원사업소-열원-0002456,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,321호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0033,3F 원장실(322호) FCU-1,1243716,3F 원장실(322호) FCU-1,열원,기계그룹-열원사업소-열원-0002457,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,322호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00331,3F 원장실(322호) FCU-2,1243717,3F 원장실(322호) FCU-2,열원,기계그룹-열원사업소-열원-0002458,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,322호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0034,3F 접견실(323호) FCU-1,1243719,3F 접견실(323호) FCU-1,열원,기계그룹-열원사업소-열원-0002459,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,323호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00341,3F 접견실(323호) FCU-2,1243721,3F 접견실(323호) FCU-2,열원,기계그룹-열원사업소-열원-0002460,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,323호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0035,3F 탕비실(322호) FCU,1243723,3F 탕비실(322호) FCU,열원,기계그룹-열원사업소-열원-0002461,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,322호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0036,3F 교수실(303호) FCU,1243725,3F 교수실(303호) FCU,열원,기계그룹-열원사업소-열원-0002462,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,303호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0037,3F 분임토의실(305호) FCU,1243727,3F 분임토의실(305호) FCU,열원,기계그룹-열원사업소-열원-0002463,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,305호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0038,3F 파리(308호) FCU-1,1243729,3F 파리(308호) FCU-1,열원,기계그룹-열원사업소-열원-0002464,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,308호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00381,3F 파리(308호) FCU-2,1243730,3F 파리(308호) FCU-2,열원,기계그룹-열원사업소-열원-0002465,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,308호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00382,3F 파리(308호) FCU-3,1243732,3F 파리(308호) FCU-3,열원,기계그룹-열원사업소-열원-0002466,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,308호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0039,3F 런던(307호) FCU-1,1243734,3F 런던(307호) FCU-1,열원,기계그룹-열원사업소-열원-0002467,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,307호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00391,3F 런던(307호) FCU-2,1243736,3F 런던(307호) FCU-2,열원,기계그룹-열원사업소-열원-0002468,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,307호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00392,3F 런던(307호) FCU-3,1243738,3F 런던(307호) FCU-3,열원,기계그룹-열원사업소-열원-0002469,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,307호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00393,3F 런던(307호) FCU-4,1243740,3F 런던(307호) FCU-4,열원,기계그룹-열원사업소-열원-0002470,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,307호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0041,3F 모스크바(312호) FCU-1,1243742,3F 모스크바(312호) FCU-1,열원,기계그룹-열원사업소-열원-0002471,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,312호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00411,3F 모스크바(312호) FCU-2,1243744,3F 모스크바(312호) FCU-2,열원,기계그룹-열원사업소-열원-0002472,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,312호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0042,3F 두바이(306호) FCU-1,1243746,3F 두바이(306호) FCU-1,열원,기계그룹-열원사업소-열원-0002473,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,306호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00421,3F 두바이(306호) FCU-2,1243748,3F 두바이(306호) FCU-2,열원,기계그룹-열원사업소-열원-0002474,공항단지>교육훈련지역>교육구역,인재개발원,3F,미분류,306호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0043,4F 숙소동복도 FCU-1,1243750,4F 숙소동복도 FCU-1,열원,기계그룹-열원사업소-열원-0002475,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00431,4F 숙소동복도 FCU-2,1243752,4F 숙소동복도 FCU-2,열원,기계그룹-열원사업소-열원-0002476,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00432,4F 숙소동복도 FCU-3,1243754,4F 숙소동복도 FCU-3,열원,기계그룹-열원사업소-열원-0002477,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00433,4F 숙소동복도 FCU-4,1243756,4F 숙소동복도 FCU-4,열원,기계그룹-열원사업소-열원-0002478,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0044,4F 숙소동객실(401호) FCU,1243761,4F 숙소동객실(401호) FCU,열원,기계그룹-열원사업소-열원-0002479,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,401호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00441,4F 숙소동객실(402호) FCU,1243763,4F 숙소동객실(402호) FCU,열원,기계그룹-열원사업소-열원-0002480,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,402호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00442,4F 숙소동객실(403호) FCU,1243764,4F 숙소동객실(403호) FCU,열원,기계그룹-열원사업소-열원-0002481,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,403호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00443,4F 숙소동객실(404호) FCU,1243767,4F 숙소동객실(404호) FCU,열원,기계그룹-열원사업소-열원-0002482,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,404호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0045,4F 숙소동 남자미화휴게실 FCU,1243769,4F 숙소동 남자미화휴게실 FCU,열원,기계그룹-열원사업소-열원-0002483,공항단지>교육훈련지역>교육구역,인재개발원,4F,미분류,휴게실,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0046,5F 숙소동복도 FCU-1,1243771,5F 숙소동복도 FCU-1,열원,기계그룹-열원사업소-열원-0002484,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00461,5F 숙소동복도 FCU-2,1243773,5F 숙소동복도 FCU-2,열원,기계그룹-열원사업소-열원-0002485,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00462,5F 숙소동복도 FCU-3,1243775,5F 숙소동복도 FCU-3,열원,기계그룹-열원사업소-열원-0002486,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00463,5F 숙소동복도 FCU-4,1243777,5F 숙소동복도 FCU-4,열원,기계그룹-열원사업소-열원-0002487,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00464,5F 숙소동복도 FCU-5,1243778,5F 숙소동복도 FCU-5,열원,기계그룹-열원사업소-열원-0002488,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0047,5F 숙소동객실(501호) FCU,1243780,5F 숙소동객실(501호) FCU,열원,기계그룹-열원사업소-열원-0002489,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,501호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00471,5F 숙소동객실(502호) FCU,1243783,5F 숙소동객실(502호) FCU,열원,기계그룹-열원사업소-열원-0002490,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,502호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00472,5F 숙소동객실(503호) FCU,1243784,5F 숙소동객실(503호) FCU,열원,기계그룹-열원사업소-열원-0002491,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,503호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00473,5F 숙소동객실(504호) FCU,1243786,5F 숙소동객실(504호) FCU,열원,기계그룹-열원사업소-열원-0002492,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,504호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00474,5F 숙소동객실(505호) FCU,1243788,5F 숙소동객실(505호) FCU,열원,기계그룹-열원사업소-열원-0002493,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,505호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00475,5F 숙소동객실(506호) FCU,1243790,5F 숙소동객실(506호) FCU,열원,기계그룹-열원사업소-열원-0002494,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,506호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00476,5F 숙소동객실(507호) FCU,1243793,5F 숙소동객실(507호) FCU,열원,기계그룹-열원사업소-열원-0002495,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,507호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00477,5F 숙소동객실(508호) FCU,1243795,5F 숙소동객실(508호) FCU,열원,기계그룹-열원사업소-열원-0002496,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,508호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00478,5F 숙소동객실(509호) FCU,1243796,5F 숙소동객실(509호) FCU,열원,기계그룹-열원사업소-열원-0002497,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,509호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00479,5F 숙소동객실(510호) FCU,1243799,5F 숙소동객실(510호) FCU,열원,기계그룹-열원사업소-열원-0002498,공항단지>교육훈련지역>교육구역,인재개발원,5F,미분류,510호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0048,6F 숙소동복도 FCU-1,1243802,6F 숙소동복도 FCU-1,열원,기계그룹-열원사업소-열원-0002499,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00481,6F 숙소동복도 FCU-2,1243804,6F 숙소동복도 FCU-2,열원,기계그룹-열원사업소-열원-0002500,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00482,6F 숙소동복도 FCU-3,1243805,6F 숙소동복도 FCU-3,열원,기계그룹-열원사업소-열원-0002501,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00483,6F 숙소동복도 FCU-4,1243807,6F 숙소동복도 FCU-4,열원,기계그룹-열원사업소-열원-0002502,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00484,6F 숙소동복도 FCU-5,1243809,6F 숙소동복도 FCU-5,열원,기계그룹-열원사업소-열원-0002503,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,복도,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-0049,6F 숙소동객실(601호) FCU,1243812,6F 숙소동객실(601호) FCU,열원,기계그룹-열원사업소-열원-0002504,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,601호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00491,6F 숙소동객실(602호) FCU,1243814,6F 숙소동객실(602호) FCU,열원,기계그룹-열원사업소-열원-0002505,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,602호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00492,6F 숙소동객실(603호) FCU,1243816,6F 숙소동객실(603호) FCU,열원,기계그룹-열원사업소-열원-0002506,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,603호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00493,6F 숙소동객실(604호) FCU,1243818,6F 숙소동객실(604호) FCU,열원,기계그룹-열원사업소-열원-0002507,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,604호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00494,6F 숙소동객실(605호) FCU,1243820,6F 숙소동객실(605호) FCU,열원,기계그룹-열원사업소-열원-0002508,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,605호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00495,6F 숙소동객실(606호) FCU,1243822,6F 숙소동객실(606호) FCU,열원,기계그룹-열원사업소-열원-0002509,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,606호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00496,6F 숙소동객실(607호) FCU,1243824,6F 숙소동객실(607호) FCU,열원,기계그룹-열원사업소-열원-0002510,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,607호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00497,6F 숙소동객실(608호) FCU,1243826,6F 숙소동객실(608호) FCU,열원,기계그룹-열원사업소-열원-0002511,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,608호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
4Q1-M-FCU-00498,6F 숙소동객실(609호) FCU,1243828,6F 숙소동객실(609호) FCU,열원,기계그룹-열원사업소-열원-0002512,공항단지>교육훈련지역>교육구역,인재개발원,6F,미분류,609호,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유닛
