FIELD_MGT_NO_현장관리번호,EQ_NM_시설명칭,EQ_NO,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4
3G2-M-PAC-006,B4F E/L기계실(B4-05-02) 스탠드에어컨,1211902,B4F E/L기계실(B4-05-02) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000011,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4 철도구간,B4-05-02,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G2-M-PAC-007,B4F E/L기계실(B4-06-05) 스탠드에어컨,1211903,B4F E/L기계실(B4-06-05) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000012,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4 철도구간,B4-06-05,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G2-M-PAC-008,B4F E/L기계실(B4-07-03) 스탠드에어컨,1211904,B4F E/L기계실(B4-07-03) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000013,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4 철도구간,B4-07-03,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G2-M-PAC-009,B4F E/L기계실(B4-07-05) 스탠드에어컨,1211905,B4F E/L기계실(B4-07-05) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000014,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4 철도구간,B4-07-05,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G2-MP-AC-010,B4F E/L기계실(B4-08-02) 스탠드에어컨,1211906,B4F E/L기계실(B4-08-02) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000015,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4 철도구간,B4-08-02,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G2-M-PMP-001,B4F 공동구 서측1 일반배수펌프1,1211907,B4F 공동구 서측1 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000016,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 서측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-002,B4F 공동구 서측1 일반배수펌프2,1211908,B4F 공동구 서측1 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000017,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 서측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-003,B4F 공동구 서측1 일반배수펌프3,1211909,B4F 공동구 서측1 일반배수펌프3,열원,기계그룹-열원사업소-열원-0000018,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 서측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-004,B4F 공동구 서측2 일반배수펌프1,1211910,B4F 공동구 서측2 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000019,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 서측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-005,B4F 공동구 서측2 일반배수펌프2,1211911,B4F 공동구 서측2 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000020,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 서측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-006,B4F 공동구 서측2 일반배수펌프3,1211912,B4F 공동구 서측2 일반배수펌프3,열원,기계그룹-열원사업소-열원-0000021,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 서측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-007,B4F 공동구 동측1 일반배수펌프1,1211913,B4F 공동구 동측1 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000022,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 동측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-008,B4F 공동구 동측1 일반배수펌프2,1211914,B4F 공동구 동측1 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000023,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 동측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-009,B4F 공동구 동측1 일반배수펌프3,1211915,B4F 공동구 동측1 일반배수펌프3,열원,기계그룹-열원사업소-열원-0000024,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 동측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-010,B4F 공동구 동측2 일반배수펌프1,1211916,B4F 공동구 동측2 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000025,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 동측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-011,B4F 공동구 동측2 일반배수펌프2,1211917,B4F 공동구 동측2 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000026,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 동측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-012,B4F 공동구 동측2 일반배수펌프3,1211918,B4F 공동구 동측2 일반배수펌프3,열원,기계그룹-열원사업소-열원-0000027,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 공동구 동측,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-025,B3F 3번 보안구역 일반배수펌프1,1211919,B3F 3번 보안구역 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000028,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 3번 보안구역,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-026,B3F 3번 보안구역 일반배수펌프2,1211920,B3F 3번 보안구역 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000029,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 3번 보안구역,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-027,B4F 2번 보안구역1 일반배수펌프1,1211921,B4F 2번 보안구역1 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000030,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 2번 보안구역,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-028,B4F 2번 보안구역1 일반배수펌프2,1211922,B4F 2번 보안구역1 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000031,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 2번 보안구역,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-029,B4F 2번 보안구역2 일반배수펌프1,1211923,B4F 2번 보안구역2 일반배수펌프1,열원,기계그룹-열원사업소-열원-0000032,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 2번 보안구역,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-030,B4F 2번 보안구역2 일반배수펌프2,1211924,B4F 2번 보안구역2 일반배수펌프2,열원,기계그룹-열원사업소-열원-0000033,탑승단지>제1터미널지역>교통센터구역,교통센터,지하4층,B4F 2번 보안구역,미분류,기계,위생설비,위생설비 펌프,일반배수펌프
3G2-M-PMP-031,B3F 서비스도로1 영구배수펌프1,1211925,B3F 서비스도로1 영구배수펌프1,열원,기계그룹-열원사업소-열원-0000034,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-032,B3F 서비스도로1 영구배수펌프2,1211926,B3F 서비스도로1 영구배수펌프2,열원,기계그룹-열원사업소-열원-0000035,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-033,B3F 서비스도로2 영구배수펌프1,1211927,B3F 서비스도로2 영구배수펌프1,열원,기계그룹-열원사업소-열원-0000036,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-034,B3F 서비스도로2 영구배수펌프2,1211928,B3F 서비스도로2 영구배수펌프2,열원,기계그룹-열원사업소-열원-0000037,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-035,B3F 5번보안구역 영구배수펌프1,1211929,B3F 5번보안구역 영구배수펌프1,열원,기계그룹-열원사업소-열원-0000038,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 5번보안구역,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-036,B3F 5번보안구역 영구배수펌프2,1211930,B3F 5번보안구역 영구배수펌프2,열원,기계그룹-열원사업소-열원-0000039,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 5번보안구역,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-037,B3F 4번보안구역 영구배수펌프1,1211931,B3F 4번보안구역 영구배수펌프1,열원,기계그룹-열원사업소-열원-0000040,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 4번보안구역,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-038,B3F 4번보안구역 영구배수펌프2,1211932,B3F 4번보안구역 영구배수펌프2,열원,기계그룹-열원사업소-열원-0000041,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 4번보안구역,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-039,B3F 서비스도로3 영구배수펌프1,1211933,B3F 서비스도로3 영구배수펌프1,열원,기계그룹-열원사업소-열원-0000042,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-040,B3F 서비스도로3 영구배수펌프2,1211934,B3F 서비스도로3 영구배수펌프2,열원,기계그룹-열원사업소-열원-0000043,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G2-M-PMP-041,B3F 서비스도로3 영구배수펌프3,1211935,B3F 서비스도로3 영구배수펌프3,열원,기계그룹-열원사업소-열원-0000044,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 서비스도로,미분류,기계,위생설비,위생설비 펌프,영구배수펌프
3G3-M-AHU-002,B3F 남측 기계실 AHU 1,1212030,B3F 남측 기계실 AHU 1,열원,기계그룹-열원사업소-열원-0000045,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,공조설비,공조설비 AHU,AHU
3G3-M-AHU-003,B3F 남측 기계실 AHU 2,1212031,B3F 남측 기계실 AHU 2,열원,기계그룹-열원사업소-열원-0000046,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,공조설비,공조설비 AHU,AHU
3G3-M-AHU-004,B3F 남측 기계실 AHU 3,1212032,B3F 남측 기계실 AHU 3,열원,기계그룹-열원사업소-열원-0000047,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,공조설비,공조설비 AHU,AHU
3G3-M-AHU-005,B3F 남측 기계실 AHU 4,1212033,B3F 남측 기계실 AHU 4,열원,기계그룹-열원사업소-열원-0000048,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,공조설비,공조설비 AHU,AHU
3G3-M-DDC-001,B3F H주차장 EPS실 DDC1,1212038,B3F H주차장 EPS실 DDC1,열원,기계그룹-열원사업소-열원-0000049,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-DDC-002,B3F H주차장 EPS실 DDC2,1212039,B3F H주차장 EPS실 DDC2,열원,기계그룹-열원사업소-열원-0000050,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-DDC-003,B3F 남측 기계실 DDC1,1212040,B3F 남측 기계실 DDC1,열원,기계그룹-열원사업소-열원-0000051,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-DDC-004,B3F 남측 기계실 DDC2,1212041,B3F 남측 기계실 DDC2,열원,기계그룹-열원사업소-열원-0000052,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-DDC-005,B3F 남측 기계실 DDC3,1212042,B3F 남측 기계실 DDC3,열원,기계그룹-열원사업소-열원-0000053,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-DDC-006,B3F 남측 기계실 DDC4,1212043,B3F 남측 기계실 DDC4,열원,기계그룹-열원사업소-열원-0000054,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-DDC-016,B3F H주차장 EPS실 DDC,1212044,B3F H주차장 EPS실 DDC,열원,기계그룹-열원사업소-열원-0000055,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장 EPS실,미분류,기계,자동제어설비,자동제어설비 DDC,DDC
3G3-M-FAN-E01,B3F H주차장 화장실 배기휀,1212045,B3F H주차장 화장실 배기휀,열원,기계그룹-열원사업소-열원-0000056,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E02,B3F A주차장 화장실 배기휀,1212046,B3F A주차장 화장실 배기휀,열원,기계그룹-열원사업소-열원-0000057,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E03,B3F 주차장 중앙 화장실 배기휀,1212047,B3F 주차장 중앙 화장실 배기휀,열원,기계그룹-열원사업소-열원-0000058,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 주차장 중앙,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E10,B3F H주차장 창고1 배기휀,1212053,B3F H주차장 창고1 배기휀,열원,기계그룹-열원사업소-열원-0000059,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E11,B3F H주차장 창고2 배기휀,1212054,B3F H주차장 창고2 배기휀,열원,기계그룹-열원사업소-열원-0000060,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E12,B3F H주차장 창고3 배기휀,1212055,B3F H주차장 창고3 배기휀,열원,기계그룹-열원사업소-열원-0000061,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E13,B3F A주차장 창고1 배기휀,1212056,B3F A주차장 창고1 배기휀,열원,기계그룹-열원사업소-열원-0000062,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E14,B3F A주차장 창고2 배기휀,1212057,B3F A주차장 창고2 배기휀,열원,기계그룹-열원사업소-열원-0000063,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-E15,B3F A주차장 창고3 배기휀,1212058,B3F A주차장 창고3 배기휀,열원,기계그룹-열원사업소-열원-0000064,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장,미분류,기계,공조설비,공조설비 배기휀,배기휀
3G3-M-FAN-S04,B3F H주차장 창고1 급기휀,1212060,B3F H주차장 창고1 급기휀,열원,기계그룹-열원사업소-열원-0000065,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 급기휀,급기휀
3G3-M-FAN-S05,B3F H주차장 창고2 급기휀,1212061,B3F H주차장 창고2 급기휀,열원,기계그룹-열원사업소-열원-0000066,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 급기휀,급기휀
3G3-M-FAN-S06,B3F H주차장 창고3 급기휀,1212062,B3F H주차장 창고3 급기휀,열원,기계그룹-열원사업소-열원-0000067,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장,미분류,기계,공조설비,공조설비 급기휀,급기휀
3G3-M-FAN-S07,B3F A주차장 창고1 급기휀,1212063,B3F A주차장 창고1 급기휀,열원,기계그룹-열원사업소-열원-0000068,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장,미분류,기계,공조설비,공조설비 급기휀,급기휀
3G3-M-FAN-S08,B3F A주차장 창고2 급기휀,1212064,B3F A주차장 창고2 급기휀,열원,기계그룹-열원사업소-열원-0000069,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장,미분류,기계,공조설비,공조설비 급기휀,급기휀
3G3-M-FAN-S09,B3F A주차장 창고3 급기휀,1212065,B3F A주차장 창고3 급기휀,열원,기계그룹-열원사업소-열원-0000070,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장 ,미분류,기계,공조설비,공조설비 급기휀,급기휀
3G3-M-FCU-001,B3F H주차장 E/L룸1 FCU,1212066,B3F H주차장 E/L룸1 FCU,열원,기계그룹-열원사업소-열원-0000071,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장 E/L ROOM,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-002,B3F H주차장 E/L룸2 FCU,1212067,B3F H주차장 E/L룸2 FCU,열원,기계그룹-열원사업소-열원-0000072,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H주차장 E/L ROOM,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-003,B3F 주차장 중앙 사무실 지역 FCU1,1212068,B3F 주차장 중앙 사무실 지역 FCU1,열원,기계그룹-열원사업소-열원-0000073,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 중앙 사무실,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-004,B3F 주차장 중앙 사무실 지역 FCU2,1212069,B3F 주차장 중앙 사무실 지역 FCU2,열원,기계그룹-열원사업소-열원-0000074,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 중앙 사무실,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-005,B3F 주차장 중앙 사무실 지역 FCU3,1212070,B3F 주차장 중앙 사무실 지역 FCU3,열원,기계그룹-열원사업소-열원-0000075,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 중앙 사무실,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-006,B3F 주차장 중앙 사무실 지역 FCU4,1212071,B3F 주차장 중앙 사무실 지역 FCU4,열원,기계그룹-열원사업소-열원-0000076,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 중앙 사무실,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-007,B3F 주차장 중앙 사무실 지역 FCU5,1212072,B3F 주차장 중앙 사무실 지역 FCU5,열원,기계그룹-열원사업소-열원-0000077,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 중앙 사무실,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-008,B3F 주차장 중앙 사무실 지역 FCU6,1212073,B3F 주차장 중앙 사무실 지역 FCU6,열원,기계그룹-열원사업소-열원-0000078,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 중앙 사무실,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-009,B3F A주차장 E/L룸1 FCU,1212074,B3F A주차장 E/L룸1 FCU,열원,기계그룹-열원사업소-열원-0000079,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장 E/L ROOM,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-FCU-010,B3F A주차장 E/L룸2 FCU,1212075,B3F A주차장 E/L룸2 FCU,열원,기계그룹-열원사업소-열원-0000080,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F A주차장 E/L ROOM,미분류,기계,공조설비,공조설비 FCU,FCU
3G3-M-HEX-001,B3F 남측 기계실 열교환기,1212076,B3F 남측 기계실 열교환기,열원,기계그룹-열원사업소-열원-0000081,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,난방설비,난방설비 열교환기,열교환기
3G3-M-PAC-001,B3F 1전기실(B3-11-07) 스탠드에어컨 1,1212077,B3F 1전기실(B3-11-07) 스탠드에어컨 1,열원,기계그룹-열원사업소-열원-0000082,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 1전기실,B3-11-07,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G3-M-PAC-002,B3F 1전기실(B3-11-07) 스탠드에어컨 2,1212078,B3F 1전기실(B3-11-07) 스탠드에어컨 2,열원,기계그룹-열원사업소-열원-0000083,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 1전기실,B3-11-07,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G3-M-PAC-003,B3F 2전기실(B3-10-05) 스탠드에어컨 1,1212079,B3F 2전기실(B3-10-05) 스탠드에어컨 1,열원,기계그룹-열원사업소-열원-0000084,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 2전기실,B3-10-05,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G3-M-PAC-004,B3F 건축시설팀 사무실(B3-07-12) 스탠드에어컨,1212080,B3F 건축시설팀 사무실(B3-07-12) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000085,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 주차장 중앙,B3-07-12,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G3-M-PAC-005,B3F 승강설비팀 사무실(B3-07-31) 스탠드에어컨,1212081,B3F 승강설비팀 사무실(B3-07-31) 스탠드에어컨,열원,기계그룹-열원사업소-열원-0000086,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 주차장 중앙,B3-07-31,기계,냉방설비,냉방설비 에어컨,스탠드에어컨
3G3-M-PMP-001,B3F 남측 기계실 냉수순환펌프 1,1212083,B3F 남측 기계실 냉수순환펌프 1,열원,기계그룹-열원사업소-열원-0000087,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,냉방설비,냉방설비 펌프,냉수순환펌프
3G3-M-PMP-002,B3F 남측 기계실 냉수순환펌프 2,1212084,B3F 남측 기계실 냉수순환펌프 2,열원,기계그룹-열원사업소-열원-0000088,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,냉방설비,냉방설비 펌프,냉수순환펌프
3G3-M-PMP-003,B3F 남측 기계실 난방수순환펌프2,1212085,B3F 남측 기계실 난방수순환펌프2,열원,기계그룹-열원사업소-열원-0000089,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,난방설비,난방설비 펌프,난방수순환펌프
3G3-M-PMP-004,B3F 남측 기계실 난방수순환펌프1,1212086,B3F 남측 기계실 난방수순환펌프1,열원,기계그룹-열원사업소-열원-0000090,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F 남측 기계실,미분류,기계,난방설비,난방설비 펌프,난방수순환펌프
3G3-M-PMP-010,B3F H 주차장 화장실배수펌프1,1212087,B3F H 주차장 화장실배수펌프1,열원,기계그룹-열원사업소-열원-0000091,탑승단지>제1터미널지역>교통센터구역,교통센터,지하3층,B3F H 주차장,미분류,기계,위생설비,위생설비 펌프,배수펌프
