FIELD_MGT_NO_현장관리번호,EQ_NM_시설명칭,EQ_NO,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4
,2F-2942,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000127,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-2942,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7309,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000128,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7309,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7303,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000129,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7303,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7441,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000130,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7441,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7342,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000131,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7342,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7547,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000132,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7547,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7548,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000133,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7548,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7641,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000134,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7641,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7542,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000135,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7542,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7647,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000136,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7647,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7648,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000137,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7648,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7651,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000138,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7651,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7652,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000139,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7652,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7741,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000140,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7741,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-7742,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000141,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-7742,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9041,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000142,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9041,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9042,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000143,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9042,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9141,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000144,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9141,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9142,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000145,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9142,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8542,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000146,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8542,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8641,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000147,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8641,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8647,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000148,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8647,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5503,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000149,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5502,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000150,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5502,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5606,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000151,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5606,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5607,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000152,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5607,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3217,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000153,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3217,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3215,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000154,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3215,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3210,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000155,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3210,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3207,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000156,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3207,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3208,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000157,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3208,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3261,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000158,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3261,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3262,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000159,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3262,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2935,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000160,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2935,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2936,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000161,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2936,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2904,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000162,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2904,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2916,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000163,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2916,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2917,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000164,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2917,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2622,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000165,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2622,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2623,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000166,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2623,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,-,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000167,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,-,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2405,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000168,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2405,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,3F-2404,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000169,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,3층,,3F-2404,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,1-6-12 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000170,탑승단지>제1터미널>교통센터구역,제1교통센터,1층,,1-6-12 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5403,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000171,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5403,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5402,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000172,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5402,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8648,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000173,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8648,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8651,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000174,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8651,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8652,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000175,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8652,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8741,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000176,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8741,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-8742,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000177,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-8742,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9541,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000178,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9541,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9542,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000179,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9542,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9641,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000180,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9641,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9642,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000181,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9642,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9741,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000182,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9741,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9742,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000183,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9742,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9841,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000184,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9841,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-9842,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000185,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-9842,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3007,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000186,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3007,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3233,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000187,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3233,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3232,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000188,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3232,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3241,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000189,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3241,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3242,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000190,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3242,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3804,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000191,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3804,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-3803,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000192,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-3803,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5208,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000193,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5208,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,2F-5209,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000194,탑승단지>제2터미널지역>본관구역,제2여객터미널A/S,2층,,2F-5209,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B2-7-14 여,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000195,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-7-14 여,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B2-7-16 장,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000196,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-7-16 장,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,B2-8-15 남,,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000197,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-8-15 남,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1505,R1505,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000198,,,,,R1505,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1506,R1506,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000199,,,,,R1506,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1507,R1507,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000200,,,,,R1507,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1508,R1508,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000201,,,,,R1508,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1509,R1509,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000202,,,,,R1509,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1509-1,R1509-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000203,,,,,R1509-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1510,R1510,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000204,,,,,R1510,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1510-1,R1510-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000205,,,,,R1510-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1511,R1511,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000206,,,,,R1511,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1512,R1512,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000207,,,,,R1512,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1513,R1513,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000208,,,,,R1513,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1514,R1514,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000209,,,,,R1514,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1515,R1515,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000210,,,,,R1515,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1516,R1516,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000211,,,,,R1516,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1517,R1517,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000212,,,,,R1517,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1518,R1518,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000213,,,,,R1518,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1519,R1519,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000214,,,,,R1519,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1520,R1520,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000215,,,,,R1520,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1521,R1521,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000216,,,,,R1521,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1522,R1522,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000217,,,,,R1522,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1523,R1523,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000218,,,,,R1523,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1524,R1524,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000219,,,,,R1524,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1504,R1504,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000220,,,,,R1504,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1503,R1503,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000221,,,,,R1503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB010,RB010,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000222,,,,,RB010,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB007-1,RB007-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000223,,,,,RB007-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB007-2,RB007-2,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000224,,,,,RB007-2,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB502,RB502,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000225,,,,,RB502,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB501,RB501,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000226,,,,,RB501,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB501-1,RB501-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000227,,,,,RB501-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB503-1,RB503-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000228,,,,,RB503-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,RB503,RB503,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000229,,,,,RB503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1501,R1501,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000230,,,,,R1501,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1001,R1001,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000231,,,,,R1001,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1002,R1002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000232,,,,,R1002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1003,R1003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000233,,,,,R1003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1004,R1004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000234,,,,,R1004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1005,R1005,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000235,,,,,R1005,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1006,R1006,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000236,,,,,R1006,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1007,R1007,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000237,,,,,R1007,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1008,R1008,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000238,,,,,R1008,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1009,R1009,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000239,,,,,R1009,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1010,R1010,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000240,,,,,R1010,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1011,R1011,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000241,,,,,R1011,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1011-1,R1011-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000242,,,,,R1011-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1502,R1502,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000243,,,,,R1502,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1524-1,R1524-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000244,,,,,R1524-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1525,R1525,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000245,,,,,R1525,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1526,R1526,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000246,,,,,R1526,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2511,R2511,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000247,,,,,R2511,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,입국거부자보호실,입국거부자보호실,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000248,,,,,입국거부자보호실,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2513,R2513,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000249,,,,,R2513,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2514,R2514,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000250,,,,,R2514,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2516,R2516,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000251,,,,,R2516,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2517,R2517,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000252,,,,,R2517,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2518,R2518,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000253,,,,,R2518,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2520,R2520,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000254,,,,,R2520,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2521,R2521,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000255,,,,,R2521,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2522,R2522,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000256,,,,,R2522,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2523,R2523,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000257,,,,,R2523,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,난민실,난민실,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000258,,,,,난민실,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,재심실,재심실,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000259,,,,,재심실,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2507-1,R2507-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000260,,,,,R2507-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2508-1,R2508-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000261,,,,,R2508-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2508-2,R2508-2,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000262,,,,,R2508-2,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3002,R3002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000263,,,,,R3002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3003,R3003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000264,,,,,R3003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3004,R3004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000265,,,,,R3004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3005,R3005,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000266,,,,,R3005,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3007,R3007,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000267,,,,,R3007,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R3008,R3008,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000268,,,,,R3008,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2510,R2510,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000269,,,,,R2510,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2508,R2508,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000270,,,,,R2508,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1527,R1527,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000271,,,,,R1527,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1528,R1528,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000272,,,,,R1528,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1529,R1529,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000273,,,,,R1529,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R1529-1,R1529-1,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000274,,,,,R1529-1,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2503,R2503,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000275,,,,,R2503,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2002,R2002,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000276,,,,,R2002,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2003,R2003,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000277,,,,,R2003,기계,급수/배수/위생,위생기구/세면기/변기,화장실
,R2004,R2004,화장실,환경미화,기타-환경미화운영사업소-환경미화-0000278,,,,,R2004,기계,급수/배수/위생,위생기구/세면기/변기,화장실
