FIELD_MGT_NO,EQ_NM,EQ_NO,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
A2A01F0204L5AUS109,L5 AUS 109,1429934,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000366,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00025042,2009-01-01 0:03
A2A01F0204L5AUS112,L5 AUS 112,1429937,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000369,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00025121,2009-01-01 0:07
,L5 AUS-889,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001010,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00025158,2009-01-01 1:32
A2A01F0204L7AUT114,L6 AUT 114,1429675,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001305,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00025244,2009-01-01 0:32
1A2A01F0204L3AUS005,흡연 L3 AUS 005,1429641,흡연실,승강설비,운송그룹-승강시설사업소-승강설비-0000834,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,여객 편의 및 상업 시설,도어 및 출입 시스템,자동문,흡연실,IFAC00025268,2009-01-01 22:05
13G5DMSWL012,3803168,1184737,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000019,탑승단지>제1터미널지역>교통센터구역,제1교통센터,지하1층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00025269,2009-01-02 3:00
,3815447,,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002210,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00025295,2009-01-01 22:20
25D3MMSW00011,3803562,1187019,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001209,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00025385,2009-01-01 3:27
A2A01F0204L3AUS026,L3 AUS 026,1429535,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001434,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00025493,2009-01-01 22:14
A2A01F0204L3AUT012,L3 AUT 012,1429747,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000475,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00025656,2009-01-01 3:43
,L5 AUW-804,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000695,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00025910,2009-01-01 0:12
,L5 AUS-857,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000688,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00026133,2009-01-01 0:10
35D1DESC10030,3814080,1339101,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001585,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00026179,2009-01-02 0:32
13A4AAUT049IFB,3A4-A-AUT-049,1188108,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002601,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00026309,2009-01-02 0:33
35D1DESC20219,3814228,1339189,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001149,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00026320,2009-01-01 1:49
,L6 AUS-897,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000997,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00026539,2009-01-01 0:38
13A4DMSWL020,3803456,1186887,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000107,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00026634,2009-01-02 0:31
13A3AAUT008IFB,3A3-A-AUT-008,1187881,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002639,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00026664,2009-01-01 3:58
A2A01F0204L6AUT108,L6 AUT 108,1429669,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001343,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00026773,2009-01-01 4:44
13A5AAUT006IFB,3A5-A-AUT-006,1188151,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002546,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00026773,2009-01-01 1:38
13A5AAUS032IFB,3A5-A-AUS-032,1187632,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002235,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00026985,2009-01-01 7:33
13A4DMSWE013,3803449,1186865,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000098,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00027116,2009-01-02 2:07
13G7DMSWB038,3803194,1184789,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000068,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00027128,2009-01-01 4:15
13A6AAUT010IFB,3A6-A-AUT-010,1188328,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002563,탑승단지>제1터미널지역>본관구역,제1여객터미널,4층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00027137,2009-01-01 1:09
13C4AAUT002IFB,L4AUT 002,1188556,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001878,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00027269,2009-01-01 2:57
A2A01F0204L5AUS127,L5 AUS 127,1429806,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000428,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00027347,2009-01-01 0:59
,L3 AUT-449,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001045,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00027422,2009-01-01 3:45
,L3 AUS-457,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000414,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00027468,2009-01-01 1:54
13A3AAUS030IFB,3A3-A-AUS-030,1187285,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002286,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00027702,2009-01-01 6:36
A2A01F0204L3AUS009,L3 AUS 009,1429518,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001417,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00027747,2009-01-01 1:58
13A3AAUS009IFB,3A3-A-AUS-009,1187202,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002264,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00027747,2009-01-01 21:53
13G7DMSWB036,3803192,1184785,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000087,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00027749,2009-01-01 4:52
13G7DMSWB035,3803191,1184783,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000086,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00027926,2009-01-01 4:51
A2A01F0204L3AUS030,L3 AUS 030,1429539,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001394,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00027938,2009-01-01 22:16
13A2AAUT008IFB,3A2-A-AUT-008,1187834,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001681,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00028013,2009-01-01 4:33
13A3AAUS054IFB,3A3-A-AUS-054,1187377,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002309,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00028113,2009-01-01 6:24
13A3AAUW001IFB,3A3-A-AUW-001,1188376,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002835,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUW,IFAC00028118,2009-01-01 6:46
35D1DESC10019,3814069,1339090,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002653,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00028215,2009-01-02 0:37
13A5AAUS064IFB,3A5-A-AUS-064,1187721,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002456,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00028406,2009-01-01 7:16
A2A01F0204L6AUS159,L6 AUS 159,1429780,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001327,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00028429,2009-01-01 0:27
13G7DMSWB032,3803188,1184778,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000083,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00028433,2009-01-01 4:54
35D1DESC20222,3813932,1339192,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001152,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00028565,2009-01-01 2:48
13G7DMSWB031,3803187,1184775,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000082,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00028573,2009-01-01 4:56
,L5 AUS-859,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000690,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00028628,2009-01-01 0:09
13A3AAUS064IFB,3A3-A-AUS-064,1187405,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002298,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00028886,2009-01-01 6:20
13A4DESCM023,3803313,1186258,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002498,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00028901,2009-01-01 5:22
35D1DESC10011,3814061,1339082,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001614,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00029045,2009-01-01 22:11
13A5DESCE073,3803363,1186409,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002370,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00029078,2009-01-01 5:06
13A3AAUS066IFB,3A3-A-AUS-066,1187412,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002300,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00029127,2009-01-01 6:21
35D1DESC10053,3814103,1339124,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001474,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00029190,2009-01-01 2:09
13A3AAUS052IFB,3A3-A-AUS-052,1187372,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002330,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00029244,2009-01-01 6:27
