현장관리번호,EQ_NM_시설명칭,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID_임시시설번호,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,qrcode,qrcode 등록일시
3-3B6-M-ECP-63401,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005666,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,34섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B1-M-ECP-10601,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005667,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,06섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2541,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005668,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,25섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2551,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005669,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,25섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2561,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005670,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,25섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3H1-M-CAM-003,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005672,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3H1-M-CAM-002,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005673,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-21024,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005674,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-21023,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005675,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-21022,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005676,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-21021,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005677,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,10섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20820,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005678,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20819,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005679,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,08섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-23118,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005680,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,31섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-22917,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005681,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,29섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20716,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005682,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,07섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20615,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005683,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20614,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005684,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,06섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-20413,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005685,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-20412,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005686,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20411,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005687,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-20410,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005688,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3H1-M-CAM-005,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005689,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-25125,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005690,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,51섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-25326,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005691,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,53섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B4-M-CAM-44344,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005692,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,43섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B4-M-CAM-44443,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005693,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,44섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B4-M-CAM-44542,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005694,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-26841,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005695,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,68섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-23140,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005696,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,31섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-35339,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005697,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,53섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33338,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005698,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,33섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33337,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005699,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,33섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33236,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005700,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,32섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33235,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005701,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,32섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33034,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005702,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,30섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33033,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005703,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,30섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-33032,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005704,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,30섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-32831,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005705,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,28섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-32830,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005706,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,28섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-32729,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005707,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,27섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-32728,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005708,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,27섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B3-M-CAM-34227,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005709,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,42섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-24109,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005710,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,41섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B2-M-CAM-24308,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005711,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,43섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B1-M-CAM-10807,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005712,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,08섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
4-3B3-E-MCB-222,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005713,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-221,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005714,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-220,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005715,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-219,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005716,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-218,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005717,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3-3B1-M-WFCP-10703,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005718,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,10섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B1-M-WFCP-10702,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005719,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,10섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B1-M-WFCP-10701,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005720,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,10섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2681,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005721,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2671,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005722,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2661,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005723,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2651,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005724,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2641,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005725,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2631,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005726,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2611,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005727,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2601,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005728,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,26섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2581,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005729,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,25섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
3-3B3-M-ECP-B2571,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0005730,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,25섹터,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,,
4-3B3-E-MCB-223-224,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005731,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-225,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005732,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-274-275,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005733,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3-3B1-M-CAM-10806,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005734,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,08섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B1-M-CAM-10705,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005735,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,07섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B1-M-CAM-10704,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005736,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,07섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B1-M-CAM-10703,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005737,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,07섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B1-M-CAM-10602,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005738,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,06섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
3-3B1-M-CAM-10601,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005739,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,06섹터,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,,
4-3B3-E-MCB-290-291,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005740,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-289,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005741,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-287-288,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005742,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-285-286,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005743,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-283-284,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005744,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-282,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005745,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-281,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005746,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-280,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005747,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-279,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005748,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-278,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005749,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-277,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005750,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
4-3B3-E-MCB-276,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0005751,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,,
3-1H8-M-FLP-00017,현장제어 패널,현장제어 패널,기계,기계그룹-기계사업소-기계-0005752,외곽지역,3단계 공동구,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,Panel,,
3-1H8-M-FLP-00016,현장제어 패널,현장제어 패널,기계,기계그룹-기계사업소-기계-0005753,외곽지역,3단계 공동구,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,Panel,,
4-3B4-M-AHU-47302,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005754,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상2층,73섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B4-M-AHU-47301,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005755,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상2층,73섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0290,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005756,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0289,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005757,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0287,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005758,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0285,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005759,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0283,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005760,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0282,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005761,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0281,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005762,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0210,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005763,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0208,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005764,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0216,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005765,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B4-M-AHU-48301,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005766,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상2층,83섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B4-M-AHU-47704,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005767,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상2층,77섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0214,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005768,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0213,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005769,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0211,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005770,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B3-M-PAU-G0217,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005771,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,02섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B4-M-AHU-47304,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005772,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상2층,73섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
4-3B4-M-AHU-47303,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005773,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상2층,73섹터,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,,
