현장관리번호,시설번호,시설명칭,기능위치명,기능시설명,구분,F1(대),F2(중),F3(소),F4(세),L2(단지),L3(건물),L4(층),L5(섹터),L6(룸),L7(상세),자산번호,자산명,설비범주명,시설유형,관리부서명,작업장,시설그룹명(공종),코스트센터명,과업,사업소,그룹,식별구분,식별번호,기능위치일련번호,TOBE_위치코드,상위현장관리번호,CFMS기등록여부,사용여부,소스구분,담당자,음영여부
13-043,8002388.0,여객터미널 오토레벨러 모터 - 43,여객터미널-운송-탑승교설비-GATE 30-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-043,A1A01-F-022501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022501,13A0MPBB301,Y,사용,CFMS,이철,
13-044,8002389.0,여객터미널 오토레벨러 모터 - 44,여객터미널-운송-탑승교설비-GATE 30-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-044,A1A01-F-022502,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022502,13A0MPBB302,Y,사용,CFMS,이철,
13-045,8002390.0,여객터미널 오토레벨러 모터 - 45,여객터미널-운송-탑승교설비-GATE 31-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-045,A1A01-F-022601,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022601,13A0MPBB311,Y,사용,CFMS,이철,
13-046,8002391.0,여객터미널 오토레벨러 모터 - 46,여객터미널-운송-탑승교설비-GATE 31-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-046,A1A01-F-022602,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022602,13A0MPBB312,Y,사용,CFMS,이철,
13-047,8002392.0,여객터미널 오토레벨러 모터 - 47,여객터미널-운송-탑승교설비-GATE 32-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-047,A1A01-F-022701,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022701,13A0MPBB321,Y,사용,CFMS,이철,
13-048,8002393.0,여객터미널 오토레벨러 모터 - 48,여객터미널-운송-탑승교설비-GATE 32-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-048,A1A01-F-022702,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022702,13A0MPBB322,Y,사용,CFMS,이철,
13-049,8002394.0,여객터미널 오토레벨러 모터 - 49,여객터미널-운송-탑승교설비-GATE 33-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-049,A1A01-F-022801,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022801,13A0MPBB331,Y,사용,CFMS,이철,
13-050,8002395.0,여객터미널 오토레벨러 모터 - 50,여객터미널-운송-탑승교설비-GATE 33-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-050,A1A01-F-022802,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022802,13A0MPBB332,Y,사용,CFMS,이철,
13-051,8002396.0,여객터미널 오토레벨러 모터 - 51,여객터미널-운송-탑승교설비-GATE 34-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-051,A1A01-F-022901,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022901,13A0MPBB340,Y,사용,CFMS,이철,
13-052,8002397.0,여객터미널 오토레벨러 모터 - 52,여객터미널-운송-탑승교설비-GATE 35-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-052,A1A01-F-023001,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023001,13A0MPBB351,Y,사용,CFMS,이철,
13-053,8002398.0,여객터미널 오토레벨러 모터 - 53,여객터미널-운송-탑승교설비-GATE 35-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-053,A1A01-F-023002,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023002,13A0MPBB352,Y,사용,CFMS,이철,
13-054,8002399.0,여객터미널 오토레벨러 모터 - 54,여객터미널-운송-탑승교설비-GATE 36-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-054,A1A01-F-023101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023101,13A0MPBB360,Y,사용,CFMS,이철,
13-055,8002400.0,여객터미널 오토레벨러 모터 - 55,여객터미널-운송-탑승교설비-GATE 37-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-055,A1A01-F-023201,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023201,13A0MPBB371,Y,사용,CFMS,이철,
13-056,8002401.0,여객터미널 오토레벨러 모터 - 56,여객터미널-운송-탑승교설비-GATE 37-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-056,A1A01-F-023202,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023202,13A0MPBB372,Y,사용,CFMS,이철,
13-057,8002402.0,여객터미널 오토레벨러 모터 - 57,여객터미널-운송-탑승교설비-GATE 38-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-057,A1A01-F-023301,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023301,13A0MPBB380,Y,사용,CFMS,이철,
13-058,8002403.0,여객터미널 오토레벨러 모터 - 58,여객터미널-운송-탑승교설비-GATE 39-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-058,A1A01-F-023401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023401,13A0MPBB391,Y,사용,CFMS,이철,
13-059,8002404.0,여객터미널 오토레벨러 모터 - 59,여객터미널-운송-탑승교설비-GATE 39-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-059,A1A01-F-023402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023402,13A0MPBB392,Y,사용,CFMS,이철,
13-060,8002405.0,여객터미널 오토레벨러 모터 - 60,여객터미널-운송-탑승교설비-GATE 40-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-060,A1A01-F-023501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023501,13A0MPBB401,Y,사용,CFMS,이철,
13-061,8002406.0,여객터미널 오토레벨러 모터 - 61,여객터미널-운송-탑승교설비-GATE 40-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-061,A1A01-F-023502,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023502,13A0MPBB402,Y,사용,CFMS,이철,
13-062,8002407.0,여객터미널 오토레벨러 모터 - 62,여객터미널-운송-탑승교설비-GATE 41-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-062,A1A01-F-023601,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023601,13A0MPBB411,Y,사용,CFMS,이철,
13-063,8002408.0,여객터미널 오토레벨러 모터 - 63,여객터미널-운송-탑승교설비-GATE 41-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-063,A1A01-F-023602,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023602,13A0MPBB412,Y,사용,CFMS,이철,
13-064,8002409.0,여객터미널 오토레벨러 모터 - 64,여객터미널-운송-탑승교설비-GATE 42-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-064,A1A01-F-023701,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023701,13A0MPBB421,Y,사용,CFMS,이철,
13-065,8002410.0,여객터미널 오토레벨러 모터 - 65,여객터미널-운송-탑승교설비-GATE 42-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-065,A1A01-F-023702,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023702,13A0MPBB422,Y,사용,CFMS,이철,
13-066,8002411.0,여객터미널 오토레벨러 모터 - 66,여객터미널-운송-탑승교설비-GATE 43-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-066,A1A01-F-023801,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023801,13A0MPBB431,Y,사용,CFMS,이철,
13-067,8002412.0,여객터미널 오토레벨러 모터 - 67,여객터미널-운송-탑승교설비-GATE 43-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-067,A1A01-F-023802,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023802,13A0MPBB432,Y,사용,CFMS,이철,
13-068,8002413.0,여객터미널 오토레벨러 모터 - 68,여객터미널-운송-탑승교설비-GATE 45-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-068,A1A01-F-023901,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-023901,13A0MPBB451,Y,사용,CFMS,이철,
13-069,8002414.0,여객터미널 오토레벨러 모터 - 69,여객터미널-운송-탑승교설비-GATE 45-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-069,A1A01-F-023902,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-023902,13A0MPBB452,Y,사용,CFMS,이철,
13-070,8002415.0,여객터미널 오토레벨러 모터 - 70,여객터미널-운송-탑승교설비-GATE 46-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-070,A1A01-F-024001,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-024001,13A0MPBB461,Y,사용,CFMS,이철,
13-071,8002416.0,여객터미널 오토레벨러 모터 - 71,여객터미널-운송-탑승교설비-GATE 46-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-071,A1A01-F-024002,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-024002,13A0MPBB462,Y,사용,CFMS,이철,
